Date,Price,Open,High,Low,Vol.,Change %
09/20/2021,132.502,152.742,153.305,131.023,14720000,-13.23%
09/19/2021,152.704,169.289,170.852,150.914,7320000,-9.86%
09/18/2021,169.399,147.447,171.309,144.269,12190000,14.91%
09/17/2021,147.416,152.215,153.253,134.717,11390000,-3.15%
09/16/2021,152.211,158.648,163.008,147.493,6800000,-4.04%
09/15/2021,158.619,158.507,166.246,154.057,8720000,0.39%
09/14/2021,158.000,169.470,171.540,143.200,12220000,-6.77%
09/13/2021,169.470,174.370,175.000,150.540,12520000,-2.81%
09/12/2021,174.370,178.350,181.500,170.810,,-2.23%
09/11/2021,178.350,179.150,192.930,175.551,,-0.45%
09/10/2021,179.150,192.100,197.100,170.000,,-6.74%
09/09/2021,192.100,190.690,215.511,182.000,,0.74%
09/08/2021,190.690,173.030,198.040,146.530,,10.21%
09/07/2021,173.030,164.590,195.000,130.000,,5.40%
09/06/2021,164.170,142.130,165.859,137.390,,15.51%
09/05/2021,142.130,139.090,145.140,135.140,,2.19%
09/04/2021,139.090,146.140,150.670,136.120,,-4.82%
09/03/2021,146.140,128.071,148.890,128.071,,14.11%
09/02/2021,128.071,111.060,131.800,109.670,,15.32%
09/01/2021,111.060,108.320,119.500,106.180,,2.53%
08/31/2021,108.320,110.241,130.030,103.580,,-1.74%
08/30/2021,110.241,94.200,116.250,93.800,,17.03%
08/29/2021,94.200,96.720,97.840,90.623,,-2.61%
08/28/2021,96.720,87.970,97.710,85.731,,9.95%
08/27/2021,87.970,75.169,88.760,73.179,,17.03%
08/26/2021,75.169,72.056,78.051,66.372,,4.32%
08/25/2021,72.056,70.671,72.535,66.350,,1.96%
08/24/2021,70.671,75.553,79.343,68.486,,-6.46%
08/23/2021,75.553,72.846,77.846,71.719,,3.72%
08/22/2021,72.846,73.907,77.507,71.540,,-1.44%
08/21/2021,73.907,78.714,81.953,72.715,,-6.11%
08/20/2021,78.714,72.700,79.900,70.987,,8.27%
08/19/2021,72.700,72.578,75.307,68.771,,0.17%
08/18/2021,72.578,64.000,80.483,60.019,,13.40%
08/17/2021,64.000,62.137,100.000,59.998,,3.00%
08/16/2021,62.137,53.714,68.743,52.451,,15.68%
08/15/2021,53.714,44.043,54.590,43.462,,21.96%
08/14/2021,44.043,44.821,44.821,42.828,,-1.74%
08/13/2021,44.821,41.100,44.821,40.785,,9.05%
08/12/2021,41.100,41.792,43.323,39.433,,-1.66%
08/11/2021,41.792,40.596,43.631,40.596,,2.95%
08/10/2021,40.596,38.722,41.686,38.278,,4.84%
08/09/2021,38.722,37.668,39.925,36.304,,2.80%
08/08/2021,37.668,39.426,39.494,36.972,,-4.46%
08/07/2021,39.426,39.497,40.405,37.633,,-0.18%
08/06/2021,39.497,37.408,40.362,35.750,,5.58%
08/05/2021,37.408,35.706,38.169,35.596,,4.77%
08/04/2021,35.706,33.960,36.600,33.326,,5.14%
08/03/2021,33.960,33.169,35.762,32.200,,2.38%
08/02/2021,33.169,34.276,35.837,33.098,,-3.23%
08/01/2021,34.276,36.709,36.752,33.500,,-6.63%
07/31/2021,36.709,32.356,36.796,31.800,,13.45%
07/30/2021,32.356,31.268,33.009,30.086,,3.48%
07/29/2021,31.268,27.857,31.912,27.374,,12.24%
07/28/2021,27.857,28.018,28.620,27.500,,-0.57%
07/27/2021,28.018,28.251,28.886,27.000,,-0.82%
07/26/2021,28.251,28.133,31.039,27.952,,0.42%
07/25/2021,28.133,27.868,28.133,26.595,,-2.04%
07/24/2021,28.720,28.470,29.400,28.328,,0.88%
07/23/2021,28.470,27.748,28.655,26.420,,2.60%
07/22/2021,27.748,26.641,28.050,26.003,,4.16%
07/21/2021,26.641,23.482,27.353,22.846,,13.45%
07/20/2021,23.482,24.495,24.912,22.230,,-4.14%
07/19/2021,24.495,26.726,26.726,24.059,,-8.35%
07/18/2021,26.726,26.715,27.725,26.340,,0.04%
07/17/2021,26.715,26.307,27.745,26.035,,1.55%
07/16/2021,26.307,28.456,29.401,26.274,,-7.55%
07/15/2021,28.456,31.259,31.426,28.080,,-8.97%
07/14/2021,31.259,29.052,31.393,27.513,,7.60%
07/13/2021,29.052,30.880,30.995,29.000,,-5.92%
07/12/2021,30.880,32.115,32.600,30.102,,-3.85%
07/11/2021,32.115,31.730,32.454,31.464,,1.21%
07/10/2021,31.730,33.364,34.192,31.100,,-4.90%
07/09/2021,33.364,33.258,34.381,32.287,,1.40%
07/08/2021,32.902,36.537,36.772,32.864,,-9.95%
07/07/2021,36.537,34.196,37.904,34.196,,8.60%
07/06/2021,33.643,32.966,34.443,32.966,,2.05%
07/05/2021,32.966,34.360,34.360,32.594,,-4.06%
07/04/2021,34.360,35.055,35.295,34.299,,-1.27%
07/03/2021,34.801,34.000,35.261,33.357,,2.36%
07/02/2021,34.000,33.375,34.000,31.655,,1.87%
07/01/2021,33.375,35.536,36.115,32.000,,-6.08%
06/30/2021,35.536,33.885,35.861,31.315,,4.87%
06/29/2021,33.885,32.990,35.500,32.834,,2.71%
06/28/2021,32.990,31.821,33.745,31.155,,3.67%
06/27/2021,31.821,29.554,31.821,29.428,,7.67%
06/26/2021,29.554,28.797,29.878,26.998,,2.63%
06/25/2021,28.797,31.245,32.684,28.530,,-7.83%
06/24/2021,31.245,30.855,32.446,28.678,,1.26%
06/23/2021,30.855,26.685,32.090,26.042,,15.63%
06/22/2021,26.685,26.601,28.233,20.472,,0.32%
06/21/2021,26.601,35.320,35.799,26.080,,-24.69%
06/20/2021,35.320,35.283,35.701,31.500,,0.10%
06/19/2021,35.283,36.650,37.062,35.097,,-3.73%
06/18/2021,36.650,38.824,39.216,35.515,,-6.98%
06/17/2021,39.400,39.334,41.317,38.472,,0.17%
06/16/2021,39.334,39.592,40.925,37.780,,-0.65%
06/15/2021,39.592,39.703,41.339,39.554,,-0.28%
06/14/2021,39.703,38.806,40.168,36.931,,2.31%
06/13/2021,38.806,36.402,39.180,35.316,,6.60%
06/12/2021,36.402,36.012,37.500,34.453,,1.08%
06/11/2021,36.012,41.124,41.124,35.500,,-12.43%
06/10/2021,41.124,42.041,42.901,39.869,,-2.18%
06/09/2021,42.041,41.340,43.864,39.668,,1.70%
06/08/2021,41.340,38.272,42.287,33.824,,8.02%
06/07/2021,38.272,42.209,43.910,38.272,,-9.33%
06/06/2021,42.209,39.559,43.208,39.092,,6.70%
06/05/2021,39.559,37.435,42.252,37.435,,5.67%
06/04/2021,37.435,39.461,39.461,34.661,,-5.13%
06/03/2021,39.461,34.009,40.993,34.009,,16.03%
06/02/2021,34.009,31.002,34.486,30.552,,9.70%
06/01/2021,31.002,32.724,32.741,30.246,,-5.26%
05/31/2021,32.724,28.519,32.812,27.000,,14.74%
05/30/2021,28.519,26.900,29.485,25.825,,6.02%
05/29/2021,26.900,29.087,29.677,25.873,,-7.52%
05/28/2021,29.087,33.517,34.075,28.513,,-13.22%
05/27/2021,33.517,35.500,35.500,31.526,,-5.59%
05/26/2021,35.500,29.944,36.311,29.450,,18.55%
05/25/2021,29.944,30.637,32.604,26.383,,-2.26%
05/24/2021,30.637,24.611,32.080,24.611,,24.48%
05/23/2021,24.611,23.700,25.854,19.800,,-21.30%
05/22/2021,31.272,38.667,38.667,31.272,513900,-19.12%
05/21/2021,38.667,44.748,44.748,38.667,312460,-13.59%
05/20/2021,44.748,35.698,44.748,35.698,320880,25.35%
05/19/2021,35.698,56.083,56.083,35.698,328540,-36.35%
05/18/2021,56.083,46.837,56.083,46.837,303010,19.74%
05/17/2021,46.837,46.980,46.980,46.837,227850,-0.30%
05/16/2021,46.980,43.455,46.980,43.455,85000,8.11%
05/15/2021,43.455,42.781,43.455,42.781,363070,1.58%
05/14/2021,42.781,40.233,42.781,40.233,129820,6.33%
05/13/2021,40.233,43.017,44.490,40.233,115240,-6.47%
05/12/2021,43.017,44.622,47.534,43.017,276940,-3.60%
05/11/2021,44.622,42.829,44.622,40.555,287060,4.19%
05/10/2021,42.829,44.304,44.304,42.829,297730,-3.33%
05/09/2021,44.304,45.674,45.674,44.304,301310,-3.00%
05/08/2021,45.674,43.001,45.674,43.001,267700,6.21%
05/07/2021,43.001,43.446,43.446,43.001,284870,-1.02%
05/06/2021,43.446,44.883,44.883,43.446,276990,-3.20%
05/05/2021,44.883,42.705,44.883,42.705,285330,5.10%
05/04/2021,42.705,45.904,45.904,42.705,280590,-6.97%
05/03/2021,45.904,46.913,46.913,45.904,297970,-2.15%
05/02/2021,46.913,49.610,49.610,46.913,306790,-5.44%
05/01/2021,49.610,42.967,49.610,42.967,295740,16.49%
04/30/2021,42.586,42.614,42.614,42.586,,-0.12%
04/29/2021,42.637,44.970,45.365,41.762,,-5.19%
04/28/2021,44.970,43.253,46.245,41.448,,3.97%
04/27/2021,43.253,44.500,46.167,42.830,,-2.80%
04/26/2021,44.500,47.466,48.360,43.504,,-6.25%
04/25/2021,47.466,40.849,48.085,40.000,,16.20%
04/24/2021,40.849,36.006,42.060,35.135,,13.45%
04/23/2021,36.006,39.015,41.000,31.000,,-7.71%
04/22/2021,39.015,32.536,40.262,32.536,,19.91%
04/21/2021,32.536,31.752,34.819,30.549,,2.47%
04/20/2021,31.752,28.800,32.232,26.000,,10.25%
04/19/2021,28.800,28.300,35.497,28.300,,1.77%
04/18/2021,28.300,25.096,32.980,22.698,,12.77%
04/17/2021,25.096,25.342,26.497,25.096,,-0.97%
04/16/2021,25.342,27.001,27.891,25.096,,-6.15%
04/15/2021,27.001,26.465,27.626,25.400,,2.03%
04/14/2021,26.465,27.750,31.000,24.962,,-4.63%
04/13/2021,27.750,28.547,29.500,25.274,,-2.79%
04/12/2021,28.547,27.812,29.450,27.043,,2.64%
04/11/2021,27.812,26.790,28.471,25.726,,3.81%
04/10/2021,26.790,27.377,27.377,26.046,,-3.37%
04/08/2021,27.723,26.478,29.000,23.500,,4.70%
04/07/2021,26.478,24.971,27.304,23.364,,6.04%
04/06/2021,24.971,22.957,24.994,21.913,,8.77%
04/05/2021,22.957,23.876,24.463,22.906,,-3.85%
04/04/2021,23.876,22.466,25.308,22.278,,6.28%
04/03/2021,22.466,19.749,23.397,19.749,,13.75%
04/02/2021,19.749,19.070,19.749,18.612,,3.56%
04/01/2021,19.070,19.437,20.600,18.660,,-1.89%
03/31/2021,19.437,19.156,19.677,18.534,,1.47%
03/30/2021,19.156,18.878,21.400,18.878,,1.47%
03/29/2021,18.878,18.220,18.909,17.715,,3.61%
03/28/2021,18.220,16.506,24.400,16.347,,10.38%
03/27/2021,16.506,14.750,16.527,14.750,,11.91%
03/26/2021,14.750,12.988,14.750,12.422,,13.56%
03/25/2021,12.988,13.629,13.629,12.679,,-4.70%
03/24/2021,13.629,14.184,15.257,13.628,,-3.98%
03/23/2021,14.193,14.888,15.194,14.193,,-4.67%
03/22/2021,14.888,14.180,16.540,14.180,,5.00%
03/21/2021,14.180,14.270,14.300,13.714,,-0.63%
03/20/2021,14.270,14.287,14.838,14.202,,-0.12%
03/19/2021,14.287,14.328,14.437,14.034,,-0.28%
03/18/2021,14.328,13.990,14.703,13.990,,2.41%
03/17/2021,13.990,13.805,14.200,13.367,,1.34%
03/16/2021,13.805,14.280,14.280,13.300,,-3.33%
03/15/2021,14.280,14.555,14.700,13.808,,-1.89%
03/14/2021,14.555,15.370,15.370,14.380,,-5.31%
03/13/2021,15.370,14.552,15.370,13.896,,5.62%
03/12/2021,14.552,15.987,16.454,14.360,,-8.98%
03/11/2021,15.987,14.235,16.339,13.740,,12.31%
03/10/2021,14.235,14.860,14.860,14.134,,-4.21%
03/09/2021,14.860,13.598,14.973,13.361,,9.29%
03/08/2021,13.598,13.791,13.837,13.072,,-1.40%
03/07/2021,13.791,12.924,13.949,12.717,,6.71%
03/06/2021,12.924,12.572,13.162,11.990,,2.80%
03/05/2021,12.572,13.112,13.112,12.218,,-4.12%
03/04/2021,13.112,14.131,14.142,12.806,,-7.21%
03/03/2021,14.131,13.975,14.562,13.846,,1.12%
03/02/2021,13.974,14.983,15.182,13.522,,-6.73%
03/01/2021,14.983,13.063,15.378,13.063,,14.70%
02/28/2021,13.063,13.215,13.658,11.572,,-1.15%
02/27/2021,13.215,13.576,14.450,13.157,,-2.66%
02/26/2021,13.576,14.000,15.352,13.368,,-3.03%
02/25/2021,14.000,17.167,17.616,14.000,,-18.45%
02/24/2021,17.167,15.089,20.000,14.000,,13.77%
02/23/2021,15.089,14.512,16.110,12.003,,3.97%
02/22/2021,14.512,11.074,14.512,9.780,,31.05%
02/21/2021,11.074,10.005,11.495,10.005,,10.68%
02/20/2021,10.005,11.444,11.444,9.924,,-12.57%
02/19/2021,11.444,8.984,11.499,8.644,,27.38%
02/18/2021,8.984,8.236,9.170,8.236,,9.09%
02/17/2021,8.236,8.300,8.410,7.634,,-0.77%
02/16/2021,8.300,8.846,8.899,8.081,,-6.17%
02/15/2021,8.846,8.735,9.290,7.904,,1.27%
02/14/2021,8.735,8.669,9.116,8.604,,0.76%
02/13/2021,8.669,9.210,9.488,8.669,,-5.87%
02/12/2021,9.210,9.185,9.914,9.080,,0.27%
02/11/2021,9.185,8.950,10.100,8.875,,2.63%
02/10/2021,8.950,7.836,9.060,7.557,,14.21%
02/09/2021,7.836,7.879,8.444,7.654,,-0.54%
02/08/2021,7.879,6.704,8.039,6.498,,17.53%
02/07/2021,6.704,6.120,6.846,5.817,,9.54%
02/06/2021,6.120,6.500,6.890,5.788,,-5.85%
02/05/2021,6.500,6.421,7.077,4.848,,1.25%
02/04/2021,6.420,5.722,6.511,5.610,,12.26%
02/03/2021,5.719,5.257,5.770,5.097,,8.77%
02/02/2021,5.257,4.622,5.335,4.489,,13.75%
02/01/2021,4.622,4.268,4.622,4.128,,8.29%
